county_name,state,hwyprop,ryprop,rate_food_env_neg,pct_pub_transport_log,rate_al_pn_gm_env_log,rate_civic_env_log,rate_ed_env_log,rate_ent_env_log,rate_food_env_pos_log,rate_hc_env_log,rate_rec_env_log,rate_trans_env_log,fatal_rate_log,county_pop_2000,pct_rent_occ,pct_vac_units,med_hh_value,med_hh_inc,pct_pers_lt_pov,pct_no_eng,pct_hs_more,pct_unemp,med_rooms,work_out_co,pct_mt_10units_log,violent_rate_log
Skagway-Hoonah-An,AK,0,0.0671677,0.0011641,0.9360933,-7.434711,-12.59321,-8.06405,-6.743767,-5.807012,-7.333704,-6.743386,-8.122452,-11.0398,3436,36.37692,35.05693,120900,40879,12.8,8.1,84.4,15.7,4.2,10.6,-0.0512933,2.28493
Southeast Fairban,AK,0.2907932,0,0.0011338,-1.049822,-7.329045,-8.707174,-7.964602,-6.921956,-6.195002,-6.291084,-7.319565,-8.017327,-7.59701,6174,30.88656,34.94574,86000,38776,18.9,16.4,86.8,17.7,4.3,6.5,0.5007753,6.667817
Valdez-Cordova Ce,AK,0.0995207,0.1069541,0.001177,0.0487902,-6.73776,-7.61339,-7.120515,-6.818738,-6.095093,-5.944066,-6.818326,-7.428126,-7.803386,10195,32.15757,24.55322,141300,48734,9.8,9,88.5,9.6,4.4,3.7,1.9947,6.66441
Wade Hampton Cens,AK,0,0,0,-1.049822,-11.69925,-8.152568,-7.038605,-11.16934,-7.315423,-8.452577,-11.13792,-12.05765,-11.0398,7028,33.58302,22.3461,38700,30184,26.2,50.3,66.3,23.9,3.1,2.3,-2.995732,1.186318
Wrangell-Petersbu,AK,0,0.1642757,0.0001496,-0.2876821,-11.69925,-12.59321,-8.660775,-8.717475,-6.914075,-7.56197,-8.066914,-7.411605,-8.062144,6684,29.60959,21.22412,156100,46434,7.9,5.8,85.8,11,4.7,3.2,0.8544154,2.28493
Yakutat Borough,AK,0,0,0.0012376,1.321756,-11.69925,-12.59321,-6.675652,-11.16934,-6.619873,-5.973134,-5.995573,-5.307096,-11.0398,808,40.37736,46.89379,100700,46786,13.5,10.1,84.3,7.8,3.2,5.7,-0.7985077,6.24201
Yukon-Koyukuk Cen,AK,0.0065999,0,0,-0.597837,-6.833762,-8.083157,-10.65215,-8.699315,-6.251376,-6.1156,-11.13792,-8.750387,-7.157178,6551,32.78476,41.05183,59900,28666,23.8,16,74.3,19.9,3,7.3,-0.0512933,6.662821
Apache County,AZ,0.0295307,0.0867545,0.0003601,-0.4307829,-9.627372,-10.93659,-8.120601,-8.752283,-7.22274,-7.071628,-8.844656,-12.05765,-6.419574,69423,25.67222,36.84261,41700,23344,37.8,61.7,63.6,21.8,3.4,22,-0.4307829,1.186318
Cochise County,AZ,0.0344499,0.1206815,0.0006369,-1.049822,-7.725559,-9.675635,-7.968061,-7.587789,-6.241312,-6.065563,-8.429411,-8.748495,-6.601853,117755,32.68631,14.1474,88200,32105,17.7,29.5,79.5,6.7,5.1,6.6,1.909543,5.734877
Coconino County,AZ,0.0224641,0.045353,0.0010918,-0.2876821,-8.138757,-9.322446,-7.156024,-6.966868,-5.923769,-5.461036,-7.644332,-8.737217,-6.709191,116320,38.61749,24.31563,142500,38256,18.2,28.2,83.8,6.9,4.7,8.1,2.047693,6.861057
Gila County,AZ,0.0748579,0.0868924,0.0007987,-1.049822,-7.988037,-10.06848,-7.579826,-7.598705,-6.146296,-5.773149,-7.969795,-8.730387,-7.112629,51335,21.25124,28.55369,100100,30917,17.4,18.2,78.2,9.7,4.9,12.3,0.2231435,5.472166
Graham County,AZ,0.0349655,0.0533926,0.0005674,-1.049822,-8.191493,-9.282965,-7.598007,-7.679945,-6.564237,-6.07027,-8.280344,-9.63346,-6.876887,33489,26.82879,11.49606,80900,29668,23,23.7,75.6,11.6,5.1,21.9,0.7178398,6.313217
Greenlee County,AZ,0,0.1214964,0.000936,-1.386294,-7.931353,-12.59321,-8.263908,-8.93955,-6.768863,-6.601706,-11.13792,-12.05765,-8.29385,8547,48.95733,16.7468,62700,39384,9.9,26,82.5,6.3,5.1,6.3,0.1397619,6.375309
La Paz County,AZ,0.0636341,0.1169178,0.000913,-2.995732,-7.390642,-8.768254,-7.641412,-7.661502,-6.130451,-6.410958,-7.774423,-8.474613,-5.066309,19715,21.93255,44.74327,86500,25839,19.6,21.6,69.3,8,3.9,13.8,0.2231435,6.004867
Maricopa County,AZ,0.0470512,0.1613022,0.0007119,0.7654678,-8.285685,-9.897605,-7.594622,-7.825297,-6.331254,-5.746403,-8.38858,-9.205353,-7.779192,3072149,32.51192,9.385865,129200,45358,11.7,24.1,82.5,4.7,5.1,1.8,2.830268,6.201005
Mohave County,AZ,0.0482902,0.0969632,0.0007418,-0.4307829,-7.885921,-9.346217,-7.797769,-7.837385,-6.391166,-5.790141,-7.869436,-9.012309,-6.712312,155032,26.39749,21.54955,95300,31521,13.9,10.7,77.5,7,4.9,25.3,1.578979,5.676839
Navajo County,AZ,0.0323347,0.1240414,0.0007182,-0.2876821,-8.360189,-9.813738,-7.981724,-7.694554,-6.557451,-6.224987,-8.471025,-9.463943,-6.711819,97470,24.53816,36.63552,77000,28569,29.5,39.9,71.2,12.3,4.6,9.9,0.2231435,6.629661
Pima County,AZ,0.0271944,0.1354178,0.0006578,0.9360933,-8.367481,-9.457584,-7.762363,-7.68755,-6.428173,-5.764441,-8.513948,-9.277549,-7.717324,843746,35.72439,9.376474,114600,36758,14.7,27.5,83.4,5.3,4.9,2.7,2.794228,5.98664
Pinal County,AZ,0.0627541,0.1153544,0.0005453,-1.386294,-8.238804,-9.835922,-7.984362,-8.012788,-6.660036,-6.454548,-8.937645,-9.897506,-6.837064,179727,22.5572,24.38574,93900,35856,16.9,25.2,72.7,8.1,4.7,40.1,1.446919,6.467349
Santa Cruz County,AZ,0.037101,0.0914783,0.0005732,-0.1625189,-8.711992,-10.43129,-7.9229,-7.690827,-5.90437,-6.385129,-9.285603,-8.727297,-7.944097,38381,32.01795,9.412396,94700,29710,24.5,80.5,60.7,7.7,4.9,13.7,1.047319,5.832102
Yavapai County,AZ,0.0408599,0.1244723,0.0007701,-1.049822,-7.911512,-9.770794,-7.424012,-7.009124,-6.017357,-5.372233,-7.943815,-9.085471,-6.81013,167517,26.58078,14.14291,138000,34901,11.9,9.7,84.7,5,5,11.9,1.266948,6.039766
Yuma County,AZ,0.0704135,0.0783925,0.0005249,0.1397619,-8.191493,-10.1045,-8.016872,-8.192938,-6.620098,-6.153066,-8.97093,-8.941841,-7.895945,160026,27.78562,27.36984,85100,32182,19.2,45.5,65.8,12.1,4.2,4.5,1.713798,6.132041
Arkansas County,AR,0,0.1162978,0.0007711,-1.89712,-7.441167,-8.536402,-7.137483,-7.824796,-6.179241,-5.888926,-7.823671,-9.188579,-7.277732,20749,32.21,12.56203,56800,30316,17.8,2.3,72.4,6.2,5.3,7.8,0.5007753,6.332768
Ashley County,AR,0.0511918,0.051581,0.0009914,-1.89712,-8.445804,-10.01565,-7.070569,-8.888257,-6.237467,-6.188088,-8.417122,-8.950287,-8.615633,24209,23.80648,11.5968,55700,31758,17.5,4,72.5,6.9,5.2,12.8,0.1397619,6.45299
Baxter County,AR,0.0222185,0.1092141,0.0012505,-1.89712,-7.647575,-9.137136,-7.853603,-7.690827,-6.177361,-5.659646,-6.877663,-8.448601,-7.393482,38386,20.26155,14.27279,84500,29106,11.1,3.1,77.5,4,5.1,10.6,1.047319,3.665483
Benton County,AR,0.0201881,0.0983248,0.0007301,-1.386294,-8.883197,-9.587291,-7.349443,-7.930518,-6.576152,-6.038493,-8.246212,-9.756793,-7.516469,153406,27.80183,9.441359,94800,40281,10.1,10.2,80.4,3.4,5.3,17.6,1.446919,5.36094
Boone County,AR,0.0491011,0.0912726,0.0009426,-1.89712,-8.595155,-9.018109,-7.038035,-7.234733,-6.301256,-5.658412,-7.692031,-8.99846,-7.512434,33948,26.66233,10.21004,75300,29988,14.8,3.1,76.8,5,5.2,12.1,1.047319,5.157762
Bradley County,AR,0,0.124021,0.0005556,-2.995732,-8.308555,-8.727328,-6.781343,-8.663376,-6.175339,-6.187407,-8.283505,-12.05765,-7.337078,12600,27.49276,18.48229,45000,24821,26.3,7.5,66.6,10.8,5.1,26.8,0.2231435,6.455946
Calhoun County,AR,0.0307285,0.1001456,0.0003482,-1.049822,-7.939176,-12.59321,-8.528507,-8.578006,-7.140444,-6.798318,-7.921797,-12.05765,-7.246801,5744,17.82477,23.07437,41700,28438,16.5,2.2,68.7,5.3,5,52.3,-1.89712,6.595883
Carroll County,AR,0.0149873,0.1295217,0.0011042,-1.89712,-7.086284,-10.05909,-6.626305,-6.69539,-5.571939,-5.909571,-7.801918,-8.994423,-7.798256,25357,26.98008,13.85695,83900,27924,15.5,11.3,71.8,5.5,5.1,12.5,-0.0512933,5.946429
Chicot County,AR,0.0943869,0.1081184,0.0006375,-0.2876821,-7.461141,-12.59321,-7.042831,-8.392324,-5.908227,-5.841477,-9.368751,-9.476913,-6.7087,14117,30.37464,12.87245,47300,22024,28.6,4.8,64.2,10.2,5.2,24.1,1.536867,6.340225
Clark County,AR,0.0349392,0.1545178,0.000722,-1.049822,-8.905064,-9.989155,-7.043518,-7.833339,-6.254285,-5.961226,-7.945225,-9.938079,-7.333704,23546,34.35817,12.33523,67900,28845,19.1,4.1,75.3,4.7,5.1,17,1.953028,1.186318
Clay County,AR,0.0152224,0.1282338,0.0009654,-1.89712,-9.012309,-9.717921,-7.2571,-8.597861,-6.611064,-6.334095,-8.595425,-9.678745,-7.049492,17609,25.09101,12.72064,39600,25345,17.5,1.8,60.6,5.6,5.1,29.7,0.5007753,6.331673
Cleburne County,AR,0,0.1507807,0.0008317,-1.89712,-8.439306,-9.354268,-7.639331,-7.424767,-5.971819,-6.032307,-7.026708,-9.326874,-7.655253,24046,19.40137,25.79377,87400,31531,13.1,2.6,74.8,4.9,5.1,32,0.5596158,6.038853
Cleveland County,AR,0.0101599,0.1182531,0.0002333,-1.89712,-7.652196,-12.59321,-7.231203,-11.16934,-7.294301,-7.167758,-8.938407,-12.05765,-8.296653,8571,17.7513,14.63224,48900,32405,15.2,2.3,73.1,5.5,5.2,70.4,-0.4307829,6.4325
Columbia County,AR,0.0250521,0.2032119,0.0011717,-0.4307829,-8.7126,-9.414968,-6.729316,-8.471264,-6.099406,-6.059123,-7.811253,-10.01107,-7.293344,25603,28.72458,13.70396,55700,27640,21.1,2.9,74.1,7.6,5.2,15.3,1.147402,7.444994
Conway County,AR,0.0375983,0.1728265,0.0009835,-1.89712,-7.077003,-9.193532,-7.180549,-7.93414,-6.283797,-6.195762,-7.932885,-9.170158,-7.408383,20336,21.97816,11.75233,59400,31209,16.1,2.9,73.2,6.6,5.1,41,0.8544154,5.342215
Craighead County,AR,0.0247338,0.1486648,0.0008156,-1.89712,-8.194747,-8.893378,-7.083002,-7.845525,-6.306395,-5.596494,-8.172363,-9.067106,-8.355287,82148,36.07318,8.060798,79200,32425,15.4,3.8,77.3,5.7,5.2,11.5,1.909543,6.14649
Crawford County,AR,0.0717281,0.1160879,0.000939,-1.049822,-9.01972,-10.71564,-7.577283,-8.605478,-6.706612,-6.363253,-8.603024,-10.04505,-7.798256,53247,24.12445,7.567441,71600,32871,14.2,4.6,71.5,6.1,5.2,53.2,0.8109302,5.301687
Crittenden County,AR,0.0755126,0.170106,0.000865,-0.597837,-8.038168,-9.682025,-7.304583,-8.931952,-6.349627,-6.095382,-9.829309,-10.57683,-7.548026,50866,39.70007,9.928317,70500,30109,25.3,3.5,69.2,6.9,5,40.6,1.894617,1.186318
Cross County,AR,0,0.1802155,0.0009218,-1.386294,-7.780029,-9.154007,-6.813218,-9.057619,-6.245222,-6.313131,-7.765188,-9.131529,-8.036776,19526,29.31944,7.957659,61500,29362,19.9,2.6,68.3,7.6,5.2,32.3,0.2231435,6.260448
Dallas County,AR,0.0159313,0.1493481,0.0013029,-0.7985077,-7.17133,-8.419182,-7.151548,-8.371795,-6.652803,-6.052851,-9.002108,-12.05765,-8.990001,9210,26.08696,20.0409,38700,26608,18.9,3.5,66.8,7.4,5.1,38.2,1.011601,6.442419
Desha County,AR,0.039984,0.0974771,0.000717,-2.995732,-7.426949,-12.59321,-6.843232,-8.469832,-6.069512,-5.947161,-8.197831,-12.05765,-7.133089,15341,36.50794,11.12112,46700,24121,28.9,3.7,65,8.8,5.2,19.6,0.896088,6.248032
Drew County,AR,0.0098248,0.129448,0.0009614,-1.386294,-7.738786,-9.113259,-6.922818,-8.002575,-5.970525,-5.918902,-7.41517,-9.091669,-7.327903,18723,31.11626,11.46374,60100,28627,18.2,3.2,73.1,8.9,5.1,24.5,0.5596158,6.381262
Faulkner County,AR,0.041539,0.1020366,0.0008371,-1.386294,-8.607665,-9.522384,-7.085149,-7.668111,-6.317194,-6.000445,-7.986418,-10.95904,-7.366226,86014,31.41898,7.711457,92900,38204,12.5,4,83.3,6.8,5.2,32.9,1.816452,1.186318
Franklin County,AR,0.033905,0.1233728,0.0005064,-1.386294,-7.288137,-12.59321,-6.76882,-8.126842,-6.578308,-6.311422,-9.554946,-9.686765,-7.556981,17771,21.95583,10.30888,58500,30848,15.2,2.9,71.1,5.9,5.1,45.4,0.6678294,6.014442
Fulton County,AR,0.041609,0.0798143,0.0004295,-1.89712,-8.621998,-12.59321,-7.909468,-8.210444,-6.86767,-6.191551,-11.13792,-12.05765,-7.144554,11642,18.87734,19.47095,54500,25529,16.3,1.5,72.2,5.9,5.1,50.1,0.3715636,6.025869
Garland County,AR,0.0172234,0.1454494,0.0009879,0.0487902,-7.330112,-9.717921,-7.492317,-7.619066,-6.16306,-5.305352,-7.468209,-9.512797,-7.763774,88068,28.83929,15.88326,85900,31724,14.6,4.8,78.3,5.1,5.1,11.5,1.7492,1.186318
Grant County,AR,0.0443874,0.0962985,0.0009111,-1.386294,-8.288863,-12.59321,-7.708822,-8.535867,-6.59185,-6.406828,-9.494695,-12.05765,-7.482853,16464,19.80452,10.33046,70700,37182,10.2,2.2,77.2,4.2,5.2,59,-0.7985077,6.330603
Greene County,AR,0.0002963,0.1241784,0.0007768,-1.89712,-7.566887,-9.11054,-7.097404,-8.818298,-6.391047,-6.009567,-8.172009,-10.3312,-8.375911,37331,28.69831,8.730895,66800,30828,13.3,2,72.1,5.6,5.2,18.3,1.115142,1.186318
Hempstead County,AR,0.0378167,0.1829197,0.0005935,-1.386294,-7.84962,-8.662248,-7.621003,-7.834854,-6.131463,-6.0311,-8.861445,-8.648441,-6.722812,23587,30.68423,11.87291,51400,28622,20.3,9.5,69.2,6.5,5.1,26.9,0.896088,1.186318
Hot Spring County,AR,0.0495784,0.1311106,0.0007578,-1.386294,-9.141747,-9.577138,-7.948617,-8.077004,-6.659334,-6.274862,-8.18735,-10.15967,-7.64747,30353,22.03432,10.31082,63100,31543,14,2.6,73.3,4.9,5.1,48,0.1397619,6.952991
Howard County,AR,0,0.1188119,0.0012587,-1.89712,-8.430557,-7.948773,-7.333857,-9.384694,-6.374542,-5.717521,-8.77564,-12.05765,-7.460358,14300,27.98392,13.11736,55600,28699,15.5,7.3,70.7,4.9,5.1,13.6,0.5007753,6.418695
Independence Coun,AR,0.022393,0.1189653,0.0008763,-1.89712,-8.212654,-9.304706,-7.080265,-8.428267,-6.446666,-5.700962,-8.301074,-10.26016,-7.124979,34233,25.61075,9.258136,64300,31920,13,3,75.5,5.9,5.2,11.5,0.7654678,1.186318
Izard County,AR,0,0.1329819,0.0006038,-1.049822,-8.744721,-12.59321,-8.029995,-9.320155,-6.43432,-6.40332,-8.330921,-12.05765,-7.386033,13249,19.85294,17.46321,57800,25670,17.2,2.3,73.3,4.1,5.1,35.6,0.6678294,6.036934
Jackson County,AR,0.0543822,0.141761,0.0006515,-1.386294,-7.244488,-12.59321,-6.906806,-9.590137,-6.163487,-5.738328,-9.002108,-9.719501,-8.3634,18418,30.41171,12.38059,45300,25081,17.4,2.1,66,6.9,5.2,24,0.1397619,6.190167
Jefferson County,AR,0.0506023,0.1771907,0.0009255,-0.597837,-7.358427,-9.227537,-6.697535,-7.870352,-6.310843,-5.800663,-8.618949,-9.091669,-7.644123,84278,33.86025,11.04803,57600,31327,20.5,3.4,74.8,8.3,5.3,15.4,1.558145,7.205171
Johnson County,AR,0.042104,0.1301812,0.000834,-1.89712,-8.387042,-9.30251,-7.504775,-8.833275,-6.340115,-6.258221,-8.188069,-12.05765,-7.518678,22781,27.00847,11.96857,59300,27910,16.4,6.2,67.6,7.8,5.1,20.9,0.4382549,5.963887
Lafayette County,AR,0.0217475,0.1344516,0.0002337,-0.597837,-8.986397,-9.026395,-6.835295,-11.16934,-6.17433,-6.30697,-11.13792,-12.05765,-6.95826,8559,21.57833,24.69298,33600,24831,23.2,2.8,65.3,7.9,5.1,43.2,-0.0512933,6.542667
Lawrence County,AR,0.0711252,0.1116735,0.0008439,-1.049822,-9.647296,-9.062826,-6.819149,-8.12718,-6.155679,-6.194683,-7.951453,-12.05765,-7.671003,17774,28.82667,12.08411,45300,27139,18.4,1.5,63.3,5.6,5.1,35.1,0.896088,6.213473
Lee County,AR,0,0.1563419,0.0005564,-1.89712,-8.306932,-9.397936,-6.779758,-9.27648,-6.339435,-6.808408,-8.281923,-12.05765,-6.859489,12580,36.37016,12.29027,42800,20510,29.9,3.8,56.2,13.3,5.3,33.8,0.7654678,6.277911
Lincoln County,AR,0.0195215,0.1235087,0.000345,-1.049822,-8.829851,-12.59321,-7.58769,-8.790973,-6.986798,-6.871279,-11.13792,-12.05765,-7.751609,14492,23.84525,13.92533,52200,29607,19.5,1.9,65,7,5.2,46.2,0.0487902,6.381851
Little River Coun,AR,0.0276416,0.1106234,0.0008072,-0.7985077,-8.384412,-9.474371,-7.529047,-8.734728,-6.371087,-6.225239,-7.54613,-9.443534,-8.351044,13628,23.49497,15.07382,55300,29417,15.4,3.4,73.4,6.5,5.1,38.9,0.5007753,6.524175
Logan County,AR,0.0008887,0.1160014,0.0009339,-1.89712,-8.04844,-9.290521,-6.820706,-8.177512,-6.835993,-6.47685,-8.347661,-8.879599,-7.89702,22486,22.79995,12.56286,54000,28344,15.4,2.6,69.8,5.3,5.2,33.1,0.3715636,6.091796
Lonoke County,AR,0.0364987,0.1509853,0.001079,-1.386294,-8.529265,-10.71115,-7.2571,-8.597861,-6.611138,-6.302647,-8.703824,-12.05765,-7.241202,52828,24.07331,7.16661,85500,40314,10.5,2.6,77.6,3.9,5.4,61.9,0.0487902,5.592012
Madison County,AR,0.0211716,0.1148918,0.0006319,-1.049822,-11.69925,-12.59321,-8.097004,-8.400744,-6.709396,-6.73007,-8.12735,-8.830535,-6.607614,14243,21.0324,16.42955,62300,27895,18.6,3.7,67.8,2.7,5.1,46.5,0.3715636,6.004508
Marion County,AR,0.019395,0.0810667,0.0006815,-1.049822,-9.562738,-9.635065,-7.02311,-8.247548,-6.666222,-6.686013,-7.466109,-12.05765,-7.031676,16140,19.96753,17.71706,73200,26737,15.2,2.7,76,5.1,5,39.4,-0.1625189,5.988648
Miller County,AR,0.111695,0.1196415,0.0004698,-1.386294,-7.595318,-9.18765,-7.614089,-8.890433,-6.678153,-6.621036,-8.580932,-12.05765,-6.854641,40443,32.05858,11.78992,63700,30951,19.3,3,74.3,6.8,5.1,55.1,1.879465,6.530695
Mississippi Count,AR,0.0472933,0.1624908,0.0006349,-1.386294,-7.622535,-9.70308,-6.902917,-8.691546,-6.358883,-6.099028,-8.394312,-10.02453,-7.149127,51979,41.13908,13.27208,56200,27479,23,3.2,64.7,8.8,5.1,9,0.4382549,7.446979
Monroe County,AR,0.0625116,0.1894213,0.0004876,-1.386294,-7.028794,-9.20143,-6.331676,-11.16934,-5.903783,-6.156787,-8.088174,-9.177874,-9.083267,10254,35.07917,18.98559,42300,22632,27.5,2.3,63.8,5.3,5.1,32.8,0.7178398,6.18286
Montgomery County,AR,0.0242695,0.0706768,0.0007572,-1.89712,-9.057619,-12.59321,-7.304286,-7.496723,-6.305244,-6.675969,-7.495912,-9.079312,-8.367266,9245,17.19947,25.01981,54000,28421,17,4.1,69.8,6.3,4.8,42.1,-0.2876821,6.300333
Nevada County,AR,0.0268471,0.1946446,0.0008036,-0.7985077,-9.125999,-9.17213,-7.375601,-8.061352,-7.131899,-6.390004,-9.070144,-12.05765,-7.106633,9955,25.19908,18.05936,41200,26962,22.8,3.1,69.1,6.3,5.2,47.2,0.1397619,6.470099
Newton County,AR,0.0034925,0.165387,0.0008132,-1.049822,-11.69925,-8.352972,-7.896214,-7.644228,-6.433884,-7.030771,-8.306729,-12.05765,-7.423677,8608,18.51429,18.90639,50100,24756,20.4,1.6,70.2,4.5,4.8,56.7,0.896088,5.932187
Ouachita County,AR,0,0.2434549,0.0007642,-0.4307829,-7.480456,-10.17543,-6.983827,-8.265656,-6.228859,-6.139895,-8.782136,-9.49403,-7.529419,28790,28.60587,13.65799,50200,29341,19.5,2.3,73.5,8.5,5.3,27.7,0.7654678,1.186318
Perry County,AR,0,0.1333902,0.0002939,-0.1625189,-9.149245,-9.196486,-7.399841,-9.096119,-6.83497,-6.858441,-8.083951,-9.173044,-8.0791,10209,17.87415,15.16376,58700,31083,14,2.9,73.8,4.7,5.1,70.7,-0.0512933,6.156116
Phillips County,AR,0.0326376,0.1339889,0.0009075,-0.2876821,-7.858637,-9.446126,-7.020532,-8.50132,-6.24049,-6.159623,-8.963871,-9.034708,-7.746969,26445,43.72361,10.57188,46900,22231,32.7,3.1,62.2,11.3,5.1,18.9,0.8544154,6.250313
Pike County,AR,0,0.1015996,0.0017694,-0.4307829,-9.242864,-12.59321,-6.825853,-7.907428,-6.332829,-5.842303,-7.690937,-12.05765,-7.687659,11303,21.35879,18.64162,49600,27695,16.8,3.8,68.8,4.3,5,42.5,-0.4307829,6.392393
Poinsett County,AR,0.0369819,0.1543267,0.0008979,-1.89712,-7.569791,-12.59321,-7.077891,-9.291551,-6.475648,-6.370823,-8.935364,-9.385885,-7.086942,25614,33.1538,9.275179,49500,26558,21.2,2.6,62,6.3,5.1,41.2,0.3001046,6.323965
Polk County,AR,0.0297692,0.0606811,0.0009392,-1.049822,-9.140815,-9.849094,-7.313846,-7.929129,-6.278827,-5.846931,-7.583357,-9.164412,-7.403282,20229,21.61054,12.87354,57100,25180,18.2,4.5,72.6,5.8,5.1,9.9,0.4382549,6.330796
Pope County,AR,0.0328659,0.1451161,0.0008262,-1.89712,-8.770796,-10.12426,-7.209333,-7.871924,-6.381135,-5.849982,-8.026621,-9.06192,-7.916024,54469,28.80054,9.408778,71100,32069,15.2,3.6,77.4,5.8,5.2,16.5,1.321756,6.549472
Prairie County,AR,0.0347798,0.1297385,0.0009435,-1.89712,-7.35827,-12.59321,-7.185553,-9.037228,-6.604692,-6.547392,-8.402749,-12.05765,-7.346183,9539,27.24705,18.70564,55600,29990,15.5,2.4,68.2,4.5,5.1,47.2,0.6678294,6.214462
Pulaski County,AR,0.0649789,0.171878,0.0009489,0.3001046,-7.610549,-8.861834,-6.994131,-7.793274,-6.180932,-5.513331,-8.132101,-9.081947,-8.357841,361474,39.11938,8.187545,85300,38120,13.3,5.5,84.4,5.3,5.2,5.5,2.505526,6.37818
Randolph County,AR,0.0328322,0.1170704,0.0006595,-1.89712,-7.992169,-12.59321,-7.211363,-8.628125,-6.485761,-6.190086,-8.625614,-12.05765,-7.969505,18195,25.46456,12.13111,50600,27583,15.3,2.3,69.2,6.4,5.2,26.1,-0.0512933,6.203365
St. Francis Count,AR,0.0782263,0.1731041,0.000716,-0.597837,-7.702935,-10.1913,-7.07979,-9.058478,-6.300766,-6.277468,-8.15481,-8.643324,-6.902917,29329,36.78184,10.66536,56000,26146,27.5,2.2,65.1,11.8,5.1,26.4,0.9360933,1.186318
Saline County,AR,0.0242605,0.0901905,0.0007063,-1.386294,-8.459868,-9.495426,-7.382169,-8.432852,-6.727603,-6.16856,-8.188069,-10.08501,-8.539184,83529,19.29951,6.051737,93700,42569,7.2,3.1,82.3,3.9,5.3,62.8,0.6678294,6.127033
Scott County,AR,0.0398392,0.073073,0.0003638,-2.995732,-9.218372,-9.269082,-6.798946,-9.161551,-6.468791,-6.611919,-8.15481,-12.05765,-7.33447,10996,25.79227,12.20552,48000,26412,18.2,6.1,65.4,3.9,4.9,27.8,0.7654678,6.264317
Searcy County,AR,0.0312647,0.1036266,0.0001211,-0.597837,-8.292451,-8.312234,-7.195504,-7.88247,-6.198341,-6.758861,-8.905433,-12.05765,-6.238465,8261,22.31053,17.91706,45600,21397,23.8,1.9,68,4.7,4.9,33.8,0.8109302,5.984971
Sebastian County,AR,0.0287418,0.1331514,0.0010428,-0.2876821,-7.4055,-9.312428,-7.32623,-7.500333,-6.131647,-5.24119,-7.689188,-9.616806,-7.895676,115071,36.45033,8.134088,73300,33889,13.6,9.4,76.6,4.7,5.1,12.2,2.446686,6.780802
Sevier County,AR,0.03952,0.0698362,0.000825,-1.89712,-8.523714,-8.945709,-7.325926,-9.463943,-6.425885,-6.024298,-7.835739,-8.92742,-6.940227,15757,25.82341,11.2838,51700,30144,19.2,17.8,64.6,4.7,5.1,26,0.3715636,6.400634
Sharp County,AR,0.0440861,0.0585948,0.0009346,-1.89712,-8.603296,-9.026395,-7.313846,-7.421586,-6.358709,-6.078832,-7.420834,-9.653507,-7.240365,17119,19.88629,22.81096,51900,25152,18.2,2.3,72.9,6.4,4.9,37.4,0.0487902,6.045217
Stone County,AR,0,0.1770287,0.0008696,-0.2876821,-8.610406,-8.637695,-7.122993,-7.531563,-6.014119,-6.469855,-9.19496,-12.05765,-6.935486,11499,22.14765,16.57043,64200,22209,18.9,2.3,68,4.4,5,24.6,-0.2876821,5.976083
Union County,AR,0.0570341,0.170597,0.0006136,-1.89712,-7.494382,-8.911014,-7.589468,-8.044381,-6.139454,-5.858911,-8.113564,-9.067106,-7.046155,45629,27.14993,12.99574,55400,29809,18.7,2.5,74.5,6.9,5.2,6.2,0.6151856,6.696633
Van Buren County,AR,0.0260092,0.1214496,0.0006176,-1.89712,-8.934225,-9.638127,-7.175961,-7.47005,-6.376128,-6.354704,-8.248885,-12.05765,-6.635479,16192,18.8718,25.52379,63700,27004,15.4,2.4,71.6,6.7,4.8,36.2,1.147402,5.985253
Washington County,AR,0.0383792,0.1210818,0.0009764,-0.597837,-7.744542,-8.89849,-7.16672,-7.993945,-6.193581,-5.654635,-8.05079,-9.410011,-7.519599,157715,40.56956,6.496192,90100,34691,14.6,10.5,79.5,7.9,5,13.5,2.36556,6.27716
White County,AR,0.0519829,0.1384882,0.0009529,-1.049822,-8.584402,-9.461433,-7.571441,-7.939176,-6.323698,-5.863828,-8.22583,-9.634988,-7.162196,67165,27.04788,8.926954,72100,32203,14,3.5,72.9,11.3,5.1,25,1.536867,4.677258
Woodruff County,AR,0,0.1903049,0.000572,-1.89712,-7.27203,-8.367933,-6.659295,-11.16934,-6.37854,-6.151469,-8.956086,-9.026354,-7.655042,8741,34.3812,13.64637,35500,22099,27,1.7,60.6,8,5.2,25.5,1.147402,6.124323
Yell County,AR,0,0.1535903,0.0005677,-1.386294,-9.797327,-9.889684,-7.356154,-9.698101,-6.66199,-6.209347,-8.117243,-9.843333,-7.228443,21139,27.0765,13.48695,60600,28916,15.4,13.4,64.1,5.2,5,37.5,0.5007753,6.201251
Alameda County,CA,0.0651583,0.1899167,0.0006081,2.36556,-7.954154,-9.323565,-7.283832,-7.490256,-6.039353,-5.67772,-8.562452,-8.582799,-8.407666,1443741,45.29526,3.113204,303100,55946,11,36.8,82.4,5.5,4.8,33.1,3.017983,5.99457
