county_name,state,hwyprop,ryprop,rate_food_env_neg,pct_pub_transport_log,rate_al_pn_gm_env_log,rate_civic_env_log,rate_ed_env_log,rate_ent_env_log,rate_food_env_pos_log,rate_hc_env_log,rate_rec_env_log,rate_trans_env_log,fatal_rate_log,county_pop_2000,pct_rent_occ,pct_vac_units,med_hh_value,med_hh_inc,pct_pers_lt_pov,pct_no_eng,pct_hs_more,pct_unemp,med_rooms,work_out_co,pct_mt_10units_log,violent_rate_log
Sarpy County,NE,0.0262357,0.1312185,0.000522,-1.386294,-8.348717,-9.71295,-7.513533,-7.961872,-6.748446,-6.347368,-8.428953,-9.97391,-8.7737,122595,30.7834,3.457015,112100,53804,4.2,6.2,93.3,2.9,6.3,59.4,2.489065,4.691119
Saunders County,NE,0,0.1191764,0.0004539,-2.995732,-7.112077,-12.59321,-7.222946,-8.707144,-6.342385,-6.327973,-9.066673,-12.05765,-8.695423,19830,20.44545,9.291072,87800,42173,6.6,4.5,86.8,2.4,6,57,0.8109302,5.811261
Scotts Bluff Coun,NE,0.0479842,0.1170387,0.0008389,-1.89712,-7.458362,-8.42236,-7.344634,-7.066751,-5.968256,-5.354708,-7.911922,-9.078435,-8.490308,36951,33.8013,7.643154,71500,32016,14.5,13.7,79.6,5.8,5.5,5,1.695616,5.846077
Seward County,NE,0.0378469,0.092196,0.0006668,-1.386294,-7.614393,-9.656706,-7.471191,-8.537395,-6.550291,-6.239798,-8.535103,-12.05765,-7.204209,16496,28.02262,6.45613,88100,42700,7,4,87.5,3,6,38.3,1.515127,5.815917
Sheridan County,NE,0.0243577,0.0586131,0.0009681,-1.386294,-6.931638,-8.711415,-7.585718,-7.324028,-6.122257,-5.666704,-7.603806,-8.696918,-6.923732,6198,30.051,15.39993,41700,29484,13.2,4.1,86.1,2.7,5.7,17.9,0.5596158,5.590773
Sherman County,NE,0.0135424,0.0905245,0.0003014,-0.7985077,-6.157283,-12.59321,-7.375442,-11.16934,-5.988628,-5.99863,-6.992496,-8.088012,-8.05519,3318,19.44046,24.19793,38000,28646,12.9,3.5,82,2.9,5.4,34.4,0.0487902,5.568948
Sioux County,NE,0.0268475,0.0888751,0.0013559,-1.049822,-7.284196,-12.59321,-10.65215,-11.16934,-6.15168,-9.552127,-7.27513,-12.05765,-11.0398,1475,33.22314,22.4359,42600,29851,15.4,2.3,86.4,4.1,5.9,42.1,-0.7985077,5.597342
Stanton County,NE,0.0321539,0.1055266,0.0001549,-2.995732,-8.720534,-12.59321,-8.630642,-8.685612,-6.409894,-6.101302,-11.13792,-12.05765,-7.639955,6455,19.93905,6.32137,67200,36676,6.8,4.8,86.2,2.7,6.4,62.6,-0.7985077,5.560194
Thayer County,NE,0.0416068,0.0596016,0.0006606,-2.995732,-7.089157,-8.688011,-7.946355,-11.16934,-6.176445,-5.691612,-7.300576,-12.05765,-6.748916,6055,20.03148,10.14851,38800,30740,10.7,3.8,80.9,2.2,6.1,16.3,0.1397619,5.775959
Thomas County,NE,0.1257136,0,0.0013717,-2.995732,-5.8955,-12.59321,-5.889937,-5.489647,-5.470007,-9.552127,-11.13792,-12.05765,-11.0398,729,26.46154,27.13004,34300,27292,14.3,2.9,83.7,2,5.7,23.6,-2.995732,5.515882
Thurston County,NE,0.022979,0.0696288,0.0005578,0.1397619,-7.076174,-7.770991,-7.058171,-7.745928,-6.977427,-5.95952,-11.13792,-8.83671,-7.245538,7171,39.15743,8.593433,50600,28170,25.6,6.9,80.4,12.6,5.5,32.2,0.7654678,5.696733
Valley County,NE,0,0.1132086,0.001076,-2.995732,-7.731695,-12.59321,-7.309353,-7.718561,-5.922573,-5.53542,-8.378519,-12.05765,-7.320774,4647,24.17303,13.55037,45000,27926,12.8,3.8,84.7,3.2,5.8,14.2,1.011601,5.442267
Washington County,NE,0.021253,0.072021,0.000639,-2.995732,-7.62622,-12.59321,-7.040544,-7.511793,-6.381017,-6.048776,-8.65502,-12.05765,-9.006991,18780,22.66571,6.317494,114300,48500,6,3.2,89.7,3.3,6.1,52.6,1.695616,5.724313
Wayne County,NE,0,0.0871502,0.0006091,-1.89712,-7.105719,-12.59321,-8.392103,-7.558418,-6.560131,-6.118003,-9.061489,-8.474133,-8.42621,9851,35.17603,6.144184,76700,32366,14.5,4.1,87,2.9,6.2,32.1,1.081805,5.552118
Webster County,NE,0,0.0906915,0.0007387,-2.995732,-6.914478,-12.59321,-7.179105,-7.191711,-6.309083,-5.518727,-8.251948,-12.05765,-11.0398,4061,21.72131,13.38742,38300,30026,11.2,2.9,83.6,5.9,6,34,0.0487902,5.656388
Wheeler County,NE,0.0681043,0.0701574,0.0011287,-1.386294,-6.089916,-12.59321,-10.65215,-11.16934,-5.660149,-9.552127,-11.13792,-12.05765,-11.0398,886,29.82955,37.2549,35000,26771,20.9,2.1,90.8,3.2,5.2,16.3,-0.7985077,5.478055
York County,NE,0.0669402,0.0524436,0.001233,-2.995732,-8.45047,-9.540304,-7.159877,-7.763186,-6.110428,-5.803608,-8.150642,-9.5074,-7.169704,14598,30.40895,7.290992,74900,37093,8.5,5.3,87.2,3.5,6,10.9,2.008214,5.762172
Churchill County,NV,0.1185923,0.0550517,0.0006672,-1.89712,-7.130149,-9.351961,-7.63684,-7.656838,-6.249873,-5.995653,-7.493574,-9.32463,-7.568532,23982,34.24596,8.425812,117100,40808,8.7,10.9,85.1,5.9,5.2,15.6,1.398717,5.940202
Clark County,NV,0.0591417,0.1888153,0.000684,1.492904,-7.858896,-9.781359,-7.592637,-7.895542,-6.281656,-5.842028,-8.628963,-9.424772,-7.747432,1375765,40.88039,8.493405,139500,44616,10.8,26,79.5,6.6,4.9,1.7,2.865054,6.244118
Douglas County,NV,0.0690598,0.080841,0.0007514,-0.7985077,-7.833844,-9.866288,-7.261221,-7.240435,-6.185438,-5.946128,-7.704376,-8.796907,-8.012939,41259,25.77282,13.7062,181800,51849,7.3,8.8,91.6,5.9,5.6,34.3,1.115142,1.186318
Elko County,NV,0.056034,0.0613788,0.0005078,2.180418,-7.375362,-10.57703,-7.672935,-7.646318,-6.425638,-5.784824,-8.264685,-9.271152,-6.989671,45291,30.20207,15.26875,123100,48383,8.9,20,79.1,5.7,5.1,11.4,1.011601,5.332115
Esmeralda County,NV,0.077216,0.1104879,0,0.6678294,-5.777031,-12.59321,-10.65215,-11.16934,-6.13964,-9.552127,-6.864265,-12.05765,-4.679371,971,33.62637,45.37815,75600,33203,15.3,9.1,78.9,3.3,4.1,29.6,1.816452,5.90654
Eureka County,NV,0.054146,0.0906169,0,1.492904,-7.395515,-12.59321,-10.65215,-11.16934,-5.983973,-6.658983,-11.13792,-12.05765,-5.00884,1651,25.97598,35.02439,89200,41417,12.6,10.7,76.7,4,4.6,11.5,-2.995732,5.787202
Humboldt County,NV,0.0731893,0.0126367,0.0005588,2.202765,-6.735484,-9.633536,-7.688096,-7.579533,-6.267693,-6.156363,-8.031839,-9.597474,-7.575722,16106,26.98413,17.55824,117400,47147,9.7,19.2,78.3,8.3,5.1,6.2,1.011601,5.856174
Lander County,NV,0.0480723,0.0944759,0.0005178,-1.386294,-7.550019,-12.59321,-10.65215,-7.258022,-6.307875,-6.22995,-7.930101,-8.631482,-6.857395,5794,22.88581,24.71223,82400,46067,12.5,18.6,79.2,7.8,4.9,25.1,-1.386294,5.885654
Lincoln County,NV,0.0507006,0.0427003,0.0002401,0.0487902,-7.624171,-12.59321,-10.65215,-6.532956,-5.739244,-6.667519,-7.215844,-12.05765,-6.931587,4165,25.32467,29.29293,80300,31979,16.5,6.1,83,5.2,4.8,10.3,0.6678294,5.786508
Lyon County,NV,0.0472775,0.0860702,0.0005797,-1.89712,-7.862008,-12.59321,-8.164601,-8.007668,-6.530484,-6.589047,-8.006317,-9.285064,-6.69794,34501,24.14085,8.908187,119200,40699,10.4,10.9,81.5,6.9,5.3,48,-0.0512933,1.186318
Mineral County,NV,0.0821722,0.0340772,0.0005916,-1.049822,-6.913472,-12.59321,-7.393482,-11.16934,-6.66152,-6.535192,-7.408383,-12.05765,-5.886438,5071,27.30997,23.34264,59500,32891,15.2,7,77.1,12.9,4.8,11.2,1.011601,5.955647
Nye County,NV,0.0402241,0.0715025,0.0004002,0.6151856,-7.429979,-12.59321,-8.012033,-8.041269,-6.579243,-6.470372,-8.52095,-10.21546,-6.662342,32485,23.64565,16.47421,122100,36024,10.7,9,79.2,7.1,5.2,24.1,0.2231435,1.186318
Pershing County,NV,0.0571177,0.0551913,0.0004482,-0.4307829,-7.408796,-12.59321,-8.66193,-8.069627,-6.542626,-6.671617,-11.13792,-12.05765,-7.396086,6693,30.58104,17.87359,82200,40670,11.4,16.2,75.9,7.6,4.8,25.6,1.115142,5.986603
Storey County,NV,0.0035394,0.0451159,0,-0.2876821,-6.516186,-8.119777,-8.053931,-6.331535,-6.458592,-9.552127,-11.13792,-12.05765,-11.0398,3399,20.31464,8.39599,134800,45490,5.8,9,86.7,5.2,5.4,80.7,-2.995732,5.910747
Washoe County,NV,0.035042,0.0988677,0.0007217,1.178655,-7.526723,-9.433546,-7.493215,-7.732607,-6.296469,-5.630955,-8.171301,-9.645749,-7.688969,339486,40.70591,8.21636,161600,45815,10,19.9,83.9,5,5,4.3,2.806386,6.434667
White Pine County,NV,0.0679146,0.0584869,0.0005446,0.5007753,-6.814721,-12.59321,-7.472949,-7.489898,-5.951782,-5.961421,-7.982602,-8.00857,-8.36083,9181,23.49177,26.06443,70000,36688,11,9.7,82,7.6,5,7.6,0.7654678,5.560897
Carson City,NV,0.0725437,0.0626505,0.0006863,-0.4307829,-7.388537,-9.437304,-7.078128,-7.291508,-6.113858,-5.384082,-7.834475,-9.407573,-9.289925,52457,36.90447,5.224827,147500,41809,10,14.9,82.5,4.6,5.1,24.1,2.656757,1.186318
Belknap County,NH,0.0252921,0.1586713,0.0009055,-0.597837,-8.928173,-9.115985,-6.872726,-7.159427,-5.918921,-5.707776,-7.229684,-8.349139,-7.948051,56325,25.90944,30.08001,109600,43605,6.1,5.8,85.7,3.4,5.3,32.6,1.599388,5.092369
Carroll County,NH,0.0501553,0.1543515,0.0010993,-1.049822,-8.833961,-9.537526,-7.12809,-6.64801,-5.652624,-5.706872,-7.030205,-8.702921,-7.654198,43666,22.26037,47.19137,119900,39990,7.9,4.1,88.2,3.8,5.4,23.9,0.896088,5.157191
Cheshire County,NH,0.0288325,0.1661787,0.0006502,-0.7985077,-8.946439,-9.376454,-7.119403,-7.21973,-6.218415,-5.899961,-7.710606,-8.864625,-8.991607,73825,29.1247,11.22161,105300,42382,8,5,86.2,7,5.5,23.2,1.783391,5.140347
Coos County,NH,0.033361,0.1559387,0.0007852,-1.386294,-9.585761,-8.775996,-7.281649,-7.735806,-6.142427,-5.779212,-7.340463,-8.974478,-8.38858,33111,28.9091,28.8539,70500,33593,10,17.6,76.9,5.4,5.1,17.3,0.9745597,5.067499
Grafton County,NH,0.0640793,0.1810568,0.0010031,-0.2876821,-9.574183,-8.981652,-6.942709,-6.927448,-5.856654,-5.553042,-7.457235,-8.710778,-7.7472,81743,31.36591,27.74132,109500,41962,8.6,5.6,87.7,4.8,5.3,18.1,1.9947,4.889785
Hillsborough Coun,NH,0.0423822,0.1773734,0.0007431,-0.0512933,-9.234633,-9.659836,-7.088019,-7.291948,-6.252206,-5.639274,-8.144768,-8.453279,-8.643607,380841,35.05244,3.671621,139100,53384,6.3,12.7,87,3.4,5.5,28.4,2.635479,4.733783
Merrimack County,NH,0.0775118,0.1843534,0.0007414,-0.4307829,-9.247005,-9.020588,-7.008073,-7.217683,-6.261071,-5.602115,-7.814962,-9.00089,-7.926494,136225,30.46699,7.824835,117900,48522,5.9,6.4,88.2,4.3,5.5,31,2.180418,4.721842
Rockingham County,NH,0.0526556,0.257129,0.0008473,-0.1625189,-9.155852,-9.70308,-7.033602,-7.302429,-6.264692,-5.754608,-8.101943,-8.608761,-8.57297,277359,24.42384,7.515285,164900,58150,4.5,6,90.5,2.7,5.7,47.1,2.235376,5.299406
Strafford County,NH,0.0491503,0.170625,0.0007128,0.0487902,-9.236685,-9.944414,-6.968195,-7.808911,-6.382494,-5.712213,-8.112895,-9.014773,-8.694229,112233,35.59099,6.495531,121000,44803,9.2,7,86.4,4.1,5.2,41.2,2.169054,5.276966
Sullivan County,NH,0.0170945,0.1641272,0.0004943,-0.7985077,-10.319,-10.47992,-7.082883,-7.536614,-6.375599,-5.846931,-7.92788,-9.164412,-8.070426,40458,27.91894,17.99782,91900,40938,8.5,4.4,83,3.3,5.4,37.4,1.578979,5.193929
Atlantic County,NJ,0.0556671,0.2085731,0.0005702,2.047693,-8.248312,-9.557136,-7.885788,-8.088337,-6.527882,-5.816721,-8.513948,-8.644459,-7.823671,252552,33.65887,16.71137,122000,43933,10.5,20.3,78.2,7.5,5.3,14.8,2.818398,6.134731
Bergen County,NJ,0.0470306,0.1803428,0.0007194,2.402431,-7.862527,-9.77959,-7.432933,-7.540749,-5.915875,-5.176587,-8.483517,-7.781226,-8.911347,884118,32.82177,2.649344,250300,65241,5,32.4,86.6,4.1,5.7,42.4,2.841998,4.745705
Burlington County,NJ,0.0583191,0.1752142,0.0006259,1.081805,-8.345764,-9.76034,-7.509326,-7.735806,-6.347168,-5.618426,-8.511459,-8.701116,-8.239372,423394,22.58909,4.302248,137400,58608,4.7,10.3,87.2,3.9,6.3,43.9,2.169054,5.519244
Camden County,NJ,0.0495567,0.1625729,0.0006995,2.180418,-8.002873,-9.536139,-7.579239,-7.886986,-6.199966,-5.382514,-8.778234,-8.576412,-8.574028,508932,30.00743,6.978701,111200,48097,10.4,15.6,80.3,6,5.9,46.3,2.613739,6.005344
Cape May County,NJ,0.0923787,0.1744416,0.0004691,0.6151856,-8.838087,-11.23795,-8.300269,-8.026162,-6.539923,-6.192284,-8.259262,-9.384694,-7.783024,102326,25.74025,53.70742,137600,41591,8.6,6.6,81.9,8.2,5.4,27.8,2.060513,5.466406
Cumberland County,NJ,0.0316401,0.247441,0.0006078,0.8109302,-8.200195,-9.64274,-7.915476,-8.395861,-6.401058,-5.693036,-8.17769,-9.069709,-7.447581,146438,32.05136,7.037058,91200,39150,15,20.4,68.5,9.9,5.4,23.6,2.110213,6.82536
Essex County,NJ,0.0606029,0.201075,0.000601,2.925846,-7.645272,-9.145536,-7.323347,-7.924143,-5.976891,-5.466346,-8.897356,-8.097168,-8.415314,793633,54.36286,5.738993,208400,44944,15.6,29.7,75.6,9.3,4.9,46.6,3.208826,6.441116
Gloucester County,NJ,0.0711526,0.2083369,0.00064,0.9745597,-8.334871,-10.1598,-7.75627,-7.742005,-6.480464,-5.849114,-8.604114,-9.21034,-8.169887,254673,20.10097,4.56267,120100,54273,6.2,6.5,84.3,6,6.3,53.6,1.9947,5.579636
Hudson County,NJ,0.0961545,0.165466,0.0007669,3.516013,-7.295921,-9.069753,-7.53446,-7.372652,-5.534445,-5.729054,-9.03094,-7.776209,-8.978832,608975,69.35188,4.185888,150300,40293,15.5,56.1,70.5,8.7,4.1,54.1,3.445214,5.989741
Hunterdon County,NJ,0.0439182,0.3594301,0.0006722,0.5596158,-7.997804,-9.276533,-7.28223,-7.022942,-6.0428,-5.576855,-7.824421,-8.136362,-8.049223,121989,16.32172,3.006751,245000,79888,2.6,8.6,91.5,2.5,6.8,58.7,1.294727,2.795756
Mercer County,NJ,0.0702537,0.2070273,0.0006871,1.938742,-7.718561,-9.049966,-7.179498,-7.668325,-6.11413,-5.366671,-8.758946,-8.290057,-8.378083,350761,32.97273,5.606993,147400,56613,8.6,20.2,81.8,7.5,5.9,31.1,2.677591,5.664401
Middlesex County,NJ,0.070053,0.1844258,0.0006359,2.169054,-8.160918,-9.547283,-7.714631,-8.032609,-6.257724,-5.686822,-8.894435,-8.258296,-8.484484,750162,33.27051,2.858531,168500,61446,6.6,33.4,84.4,5.2,5.6,44.4,2.744061,5.285932
Monmouth County,NJ,0.0456801,0.1892144,0.000668,2.191653,-8.006468,-9.339368,-7.456196,-7.696312,-6.161257,-5.443517,-8.374176,-8.322038,-8.320189,615301,25.40315,6.911211,203100,64271,6.3,14.7,87.9,4.6,6.2,40,2.463853,5.729455
Morris County,NJ,0.052088,0.1798622,0.0006614,1.446919,-8.064527,-9.09795,-7.292169,-7.536989,-6.061372,-5.38845,-8.380261,-8.128535,-8.941459,470212,23.99432,2.676928,257400,77340,3.9,19.7,90.6,3.5,6.6,42.2,2.489065,4.823821
Ocean County,NJ,0.0340913,0.1773967,0.0005696,0.6678294,-8.506748,-10.38816,-7.956007,-7.955294,-6.464288,-5.759798,-8.011431,-8.509721,-8.11892,510916,16.77778,19.42375,131300,46443,7,10.9,83,5.2,5.6,42.3,1.578979,5.037061
Passaic County,NJ,0.0281885,0.2166126,0.0006339,2.098018,-7.570567,-9.419889,-7.663949,-7.843229,-5.846776,-5.50194,-8.755134,-8.038788,-8.496655,489049,44.35907,3.641325,190600,49210,12.3,41.9,73.3,7.3,5.2,54.5,2.598979,5.513855
Salem County,NJ,0.0710744,0.2062682,0.0006067,0.2231435,-7.95615,-10.87134,-7.558897,-8.03107,-6.515376,-5.688564,-8.367266,-8.833275,-6.927397,64285,27.00556,7.122104,105200,45573,9.5,6.3,79.4,6.6,5.9,50.4,2.047693,6.027866
Somerset County,NJ,0.0658762,0.1649641,0.0007429,1.423108,-8.087035,-9.345073,-7.289821,-7.539243,-5.986318,-5.363101,-8.268187,-8.117746,-8.715949,297490,22.78408,2.712836,235000,76933,3.8,22.9,89.6,3.1,6.4,56.1,2.266958,4.705447
Sussex County,NJ,0.0293516,0.1928618,0.0005965,0.3715636,-8.113062,-9.739755,-7.454986,-7.56072,-6.284602,-5.847451,-7.984949,-8.14494,-8.403195,144166,17.33588,10.07819,157700,65266,4,8.3,89.8,3.5,6.3,59.2,1.515127,3.922138
Union County,NJ,0.0576085,0.1596715,0.0006124,2.36556,-7.753355,-9.163505,-7.659698,-7.99959,-6.072067,-5.491793,-8.982806,-7.919181,-8.508977,522541,38.38086,3.535204,188800,55339,8.4,35.2,79.3,5.6,5.7,52.5,2.677591,5.562315
Warren County,NJ,0.0568327,0.2142697,0.00082,0.2231435,-7.588579,-9.414968,-7.540278,-7.468997,-6.224608,-5.554875,-8.153071,-8.376128,-7.992021,102437,27.22194,6.067012,155500,56100,5.4,8.4,84.9,3.8,6.1,58.2,2.134166,4.979317
Bernalillo County,NM,0.0345943,0.155979,0.0007473,0.4382549,-8.208239,-9.382375,-7.01484,-7.161616,-6.130175,-5.50329,-8.231826,-9.218372,-8.253484,556678,36.3594,7.586772,128300,38788,13.7,29.5,84.4,5.8,5.1,6.8,2.750471,6.977258
Catron County,NM,0.0500996,0.0140149,0.0008467,-2.995732,-8.143907,-12.59321,-8.092416,-8.124138,-5.659861,-6.725392,-11.13792,-8.15255,-6.086193,3543,19.63384,37.8336,82000,23892,24.5,16.9,78.4,8.9,4.6,16.7,-2.995732,6.51601
Chaves County,NM,0.0938627,0.0800593,0.0006517,-0.597837,-8.498371,-9.19945,-7.749518,-7.895274,-6.238286,-5.760305,-8.548942,-8.789001,-8.461049,61382,29.14321,12.0326,61000,28513,21.3,33.4,72.6,9,5.1,5.5,1.619388,6.994002
Cibola County,NM,0.0282193,0.0491475,0.0006251,-0.597837,-7.826549,-10.06612,-7.698626,-7.812118,-6.581839,-6.241748,-8.298259,-9.385885,-6.583103,25595,22.85337,19.37452,62600,27774,24.8,43.9,75,11.5,4.8,22.1,0.9360933,6.640049
Colfax County,NM,0.074425,0.0330884,0.0009867,-0.597837,-7.748939,-9.512865,-7.567564,-7.144364,-5.702414,-5.753377,-7.340309,-9.480838,-5.970388,14189,27.28054,35.02623,76600,30744,14.8,26.6,80.8,6.4,5.1,6.4,1.470176,6.294993
Curry County,NM,0.0259493,0.0714356,0.0008436,-1.386294,-8.717475,-12.59321,-7.821424,-7.595915,-6.316973,-5.846309,-8.259648,-8.603841,-7.785667,45044,40.61195,12.73163,64700,28917,19,23.1,78.4,6.9,5.2,8.9,1.446919,6.382789
DeBaca County,NM,0.0510855,0.0649601,0.0008929,-0.4307829,-7.695873,-12.59321,-7.662672,-7.005368,-6.918917,-6.288928,-7.682221,-12.05765,-5.630314,2240,22.23427,29.45677,45800,25441,17.7,31.1,72.3,5.4,5.1,12.1,-0.7985077,6.528262
Dona Ana County,NM,0.063033,0.0534211,0.0004122,-0.597837,-8.395861,-9.203414,-7.603405,-7.773829,-6.429659,-5.978489,-8.619503,-9.672376,-7.81076,174682,32.49883,8.670449,90900,29808,25.4,54.4,70,9.2,4.9,18.5,1.938742,5.671862
Eddy County,NM,0.0714312,0.074999,0.0011808,0.4382549,-8.507738,-9.208392,-7.751377,-7.922486,-6.37554,-5.877939,-8.231075,-8.864625,-7.331104,51658,25.6876,12.89946,64200,31998,17.2,30.4,75,6.8,5.1,4.7,1.115142,6.675539
Grant County,NM,0.0309932,0.048716,0.0009032,-1.049822,-7.437254,-8.929721,-8.066277,-7.276648,-6.183303,-5.577912,-7.994983,-8.911718,-7.816202,31002,25.46517,13.64994,87900,29134,18.7,36.7,79.4,8,5.1,4.8,0.5596158,6.41893
Guadalupe County,NM,0.1346071,0.021783,0.0014957,-1.89712,-7.055096,-7.749878,-7.703932,-11.16934,-5.650773,-6.023389,-8.385069,-8.424158,-5.880335,4680,25.92145,23.37963,52100,24783,21.6,66.9,68.3,7.7,4.9,10.9,1.266948,6.526039
Harding County,NM,0,0.1033914,0,-0.1625189,-6.690308,-12.59321,-10.65215,-11.16934,-5.572833,-6.641054,-11.13792,-12.05765,-11.0398,810,24.79784,31.92661,27300,26111,16.3,40.6,72.2,3.2,4.7,13.3,-0.4307829,6.299178
Hidalgo County,NM,0.0302698,0.0525368,0.0006743,-0.597837,-7.289601,-12.59321,-7.543861,-7.562067,-5.714136,-6.557345,-11.13792,-12.05765,-6.596857,5932,32.24907,24.4382,53900,24819,27.3,43.6,68.8,9.7,5.1,19.5,0.7178398,6.354541
Lea County,NM,0.0276991,0.1011663,0.0011349,-1.89712,-8.064527,-10.75235,-7.733406,-8.64389,-6.239157,-6.026905,-8.455393,-8.933467,-7.596014,55511,27.42779,15.83422,50100,29799,21.1,32.8,67.1,9.1,5.1,6.4,1.294727,7.093716
Lincoln County,NM,0.0633436,0.0306661,0.0010303,-1.386294,-7.375362,-9.148352,-7.626528,-6.77017,-5.598828,-5.512043,-7.365435,-8.73784,-8.031224,19411,22.79932,46.38515,108400,33886,14.9,20.7,84.5,3.9,4.9,11.3,0.2231435,6.600972
Los Alamos County,NM,0,0.0584801,0.0006542,-1.386294,-9.675555,-12.59321,-7.147473,-7.232378,-6.423787,-5.443725,-7.70482,-9.072319,-8.6245,18343,21.36855,5.543656,228300,78993,2.9,11.5,96.3,2,6,3.6,2.266958,4.039096
Luna County,NM,0.0357984,0.0351135,0.0005197,-1.89712,-8.152203,-9.000931,-7.446895,-8.004669,-6.428421,-6.08813,-8.914318,-8.705332,-6.479192,25016,24.99734,16.77442,66000,20784,32.9,49.5,59.8,17.1,4.7,10.5,1.321756,6.729675
McKinley County,NM,0.0356297,0.0668668,0.0007487,-0.2876821,-7.979239,-9.774303,-8.464364,-8.042202,-6.635746,-6.556148,-9.264269,-9.732902,-6.425113,74798,27.59359,19.61973,57000,25005,36.1,61.3,65.2,17.2,4.1,14.6,0.5007753,7.580075
Mora County,NM,0.0420232,0.0820904,0.0005792,-0.1625189,-7.838145,-8.534874,-8.436766,-7.823546,-7.049088,-6.87205,-11.13792,-8.522708,-6.594808,5180,17.45166,32.15607,75900,24518,25.4,68.6,69.8,13.2,4.7,45.3,-1.386294,6.518023
Otero County,NM,0.0626317,0.0153451,0.0006581,-1.049822,-8.435614,-9.388331,-7.972981,-7.748475,-6.454898,-6.131256,-8.407218,-9.826527,-7.456196,62298,33.09694,21.48128,78800,30861,19.3,29.7,81,8.1,5.1,12.6,0.9745597,5.66945
Quay County,NM,0.0718278,0.0683093,0.0005908,-1.386294,-7.599504,-12.59321,-8.050162,-7.587986,-5.825374,-5.768721,-7.409704,-9.16824,-6.506867,10155,29.46917,25.8298,54000,24894,20.9,27.3,73.8,5.2,5.1,8.4,0.6678294,6.377233
Rio Arriba County,NM,0.0102154,0.0489994,0.0006312,-1.049822,-7.962734,-8.988838,-7.988773,-7.601502,-6.46776,-5.855903,-8.738775,-9.451138,-6.971068,41190,18.26642,16.49645,107500,29429,20.3,65.9,73,8.2,5,44.2,-1.049822,6.505087
Roosevelt County,NM,0.041167,0.0946601,0.000444,-1.89712,-8.376128,-12.59321,-7.454813,-8.351255,-6.341874,-6.180665,-8.138585,-9.699731,-8.133463,18018,37.26465,14.29125,54900,26586,22.7,26.4,75.2,8,5.1,20.6,0.5596158,5.990652
Sandoval County,NM,0.0239533,0.0395937,0.0004783,-0.597837,-8.588152,-10.57311,-7.642454,-7.572121,-6.835621,-6.222565,-9.073627,-9.263741,-7.612267,89908,16.3828,9.909368,115400,44949,12.1,31.8,86,6.2,5.4,59.3,1.348073,5.592758
San Juan County,NM,0.0418837,0.0336988,0.0006942,-1.89712,-8.060085,-9.64274,-7.677676,-7.822298,-6.466473,-6.039752,-8.18735,-9.275413,-6.831396,113801,24.65063,12.74843,91300,33762,21.5,32.7,76.8,9.1,4.9,6.6,0.8544154,7.014163
San Miguel County,NM,0.0346574,0.0531045,0.0007635,-1.049822,-7.72919,-9.18083,-7.383938,-7.577186,-6.254545,-6.007167,-8.8227,-8.3424,-7.451879,30126,26.81875,21.88859,90100,26524,24.4,60.8,74.5,8.7,4.8,25.6,0.1397619,7.207693
Santa Fe County,NM,0.0506862,0.0781229,0.0006497,-0.0512933,-8.212285,-8.96979,-7.204882,-6.225366,-6.051427,-5.120598,-8.189509,-9.395466,-8.21247,129292,31.44888,9.044904,189400,42207,12,36.9,84.5,4.7,5.2,16.8,2.021548,6.466572
Sierra County,NM,0.0330861,0.0241435,0.0008289,-2.995732,-8.358481,-12.59321,-7.822922,-7.847059,-6.187334,-6.127949,-6.7087,-8.762455,-7.272678,13270,25.22493,29.95302,77800,24152,20.9,21.6,76.1,6.6,4.4,9.3,0.9360933,6.534746
Socorro County,NM,0.0577381,0.0143555,0.0005532,-0.4307829,-7.985977,-9.743156,-7.941844,-7.474622,-6.313987,-6.533471,-8.985997,-8.669762,-6.425175,18078,28.98876,14.51076,80900,23439,31.7,42.3,72.1,9.1,4.8,17.7,1.115142,6.652816
Taos County,NM,0.0398933,0.0453157,0.0007338,-1.89712,-7.460445,-8.897027,-7.553924,-5.814893,-5.766243,-5.579712,-7.638501,-8.48812,-7.707041,29979,24.52071,27.17192,150400,26762,20.9,52.4,79.1,8.9,4.8,9,1.294727,6.470529
Torrance County,NM,0.057836,0.0789137,0.0005913,-1.049822,-8.098483,-12.59321,-7.302058,-8.079583,-6.811264,-7.234109,-7.903766,-8.325334,-6.830378,16911,16.05246,16.99049,82800,30446,19,26.2,77.1,6,5.2,48.7,-1.049822,6.635046
Union County,NM,0.0236691,0.0355997,0.0009583,-2.995732,-6.941726,-12.59321,-7.595219,-7.614393,-6.208328,-5.326172,-8.277586,-8.312621,-5.766547,4174,27.1206,22.11236,49800,28080,18.1,23,79.9,1.9,5.3,15.1,-2.995732,6.107736
Valencia County,NM,0.0253386,0.084022,0.0005442,-1.386294,-8.422338,-10.30113,-7.3028,-8.707748,-6.641323,-6.497535,-8.617843,-9.416135,-7.128215,66152,16.08836,7.961693,108300,34099,16.8,33.9,76.1,6.3,5.3,53.9,0.6151856,7.710373
Albany County,NY,0.0534529,0.2594078,0.0009506,1.731656,-7.566501,-8.701146,-6.78824,-7.405007,-5.881176,-5.201272,-8.354862,-8.5207,-8.838432,294565,42.29454,7.278491,116300,42935,10.6,9.9,86.3,6.8,5.6,17,2.420368,6.16914
